area;parc;parc;ni;especies;h2014;h2015;h2016;h2017;h2018;h2022;h2023;h2025;x;y
1;13;7E;346;Myrceugenia regnelliana;1,1;1,32;1,3;;1,3;M;;M;60,8;4,68
1;13;7E;347;Symphyopappus itatiayensis;1,7;1,7;M;;M;M;;M;61,46;4,79
1;13;7E;348;Ocotea pulchella;1,46;1,19;1,55;;1,4;1,2;;1,3;61,52;4,49
1;13;7E;349;Solanum paranense;1,36;1,47;1,7;;M;M;;M;61,81;4,8
1;13;7E;351;Solanum cassioides;;;1,2;;M;M;;M;62,4;3,13
1;13;7E;352;Solanum paranense;;;1,78;;M;M;;M;62,79;3,32
1;13;7E;H496;Solanum paranense;1,09;1,15;1,32;;1,05;1,3;;1,5;63,37;3,65
1;13;7E;D45;Baccharis uncinella;1,73;2,1;2,1;;2,6;AD;;AD;63,68;4,57
1;13;7E;355;Baccharis uncinella;2,6;2,61;2,8;;M;M;;M;65,13;5,39
1;13;7E;356;Solanum cassioides;;;1,15;;M;M;;M;64,86;3,28
1;13;7E;357;Baccharis uncinella;2,7;2,72;3,1;;3,5;M;;M;66,3;3,11
1;13;7E;359;Baccharis uncinella;2,4;2,43;2,5;;2,4;2,5;;2,5;66,1;2,5
1;13;7E;360;Baccharis uncinella;2,8;2,9;3;;M;M;;M;65,8;1,63
1;13;7E;361;Baccharis uncinella;2,35;2,4;2,45;;M;M;;M;66,94;0,59
1;13;7E;363;Baccharis uncinella;2,1;2,2;2,45;;2,5;M;;M;67,52;1,51
1;13;7E;364;Solanum paranense;;1,05;1,2;;1;M;;M;69,4;3,74
1;13;7E;366;Solanum cassioides;1,32;1,4;1,5;;1,6;M;;M;69;9
1;13;7E;367;Solanum paranense;1,6;1,8;1,9;;2;1,9;;M;68,5;8,7
1;13;7E;368;Symphyopappus itatiayensis;1,7;M;M;;M;M;;M;68;8,1
1;13;7E;369;Symphyopappus itatiayensis;1,69;1,8;2,08;;2;M;;M;67,8;7,86
1;13;7E;j194;Myrceugenia glaucescens;1,85;1,85;2,2;;2,2;2,3;;2,5;67,2;8,76
1;13;7E;371;Solanum paranense;1,9;2;2,1;;2,2;3;;M;67,3;8,7
1;13;7E;372;Solanum cassioides;1,93;2,1;1,7;;M;M;;M;66,5;9,6
1;13;7E;373;Solanum cassioides;1,53;1,55;1,9;;M;M;;M;66,9;9,9
1;13;7E;374;Baccharis microdonta;2;1,75;1,85;;M;M;;M;66;9,68
1;13;7E;375;Solanum cassioides;1,85;2;M;;M;M;;M;64,7;9,46
1;13;7E;376;Solanum cassioides;1,95;1,95;2,1;;M;M;;M;64,3;9,6
1;13;7E;j195;Solanum cassioides;2,1;2,15;2,15;;M;M;;M;64,95;9,06
1;13;7E;D1850;Symphyopappus itatiayensis;2,4;2,6;2,75;;2,3;M;;M;64,75;8,9
1;13;7E;380;Solanum paranense;2,55;2,67;M;;M;M;;M;64,6;8,95
1;13;7E;D1898;Solanum paranense;2,2;2,2;2,2;;1,8;1,7;;3;63,8;9,62
1;13;7E;382;Solanum cassioides;1,9;2,05;2,02;;M;M;;M;63,9;9,07
1;13;7E;383;Solanum cassioides;1,75;2;2,07;;M;M;;M;63,7;9,13
1;13;7E;384;Solanum cassioides;1,7;1,73;2,05;;1,8;M;;M;63,6;9,41
1;13;7E;385;Ocotea pulchella;;1,7;2,1;;2,2;2;;2,5;62,4;8,45
1;13;7E;386(M318);Myrceugenia regnelliana;1,1;1,15;1,3;;1,8;1,8;;2,3;61,6;7,85
1;13;7E;387;Symplocos pentandra;1,15;1,41;1,68;;2;2;;2;60,8;7,82
1;13;7E;388;Myrceugenia miersiana;;;1,02;;1,6;1,8;;2,3;60,3;7,68
1;13;7E;389;Drimys angustifolia;1;1,6;1,6;;1,7;M;;M;60,8;7,4
1;13;7E;390;Myrceugenia glaucescens;;1,53;1,63;;1,6;1,6;;1,6;64,2;6,34
1;13;7E;391;Myrceugenia glaucescens;;1,2;1,3;;1,6;1,6;;2;64,9;6,55
1;13;7E;392;Drimys angustifolia;;1,46;2,1;;1,7;1,9;;2;65;7,25
1;13;7E;H499;Solanum paranense;1,16;1,2;1,25;;1,3;1,4;;2;64;8
1;13;7E;j160;Solanum paranense;;1;M;;M;M;;M;60,5;5,1
1;13;7E;j150;Solanum cassioides;;;1,18;;1,05;M;;M;64,8;3,34
1;13;7E;D459;Solanum paranense;;;1,45;;1,6;M;;M;69,3;10
1;13;7E;D460;Solanum cassioides;;;1,45;;1,1;1,6;;M;69,3;10
1;13;7E;D461;Drimys angustifolia;;;1,02;;1,2;1,8;;M;68;9,7
1;13;7E;362;Myrceugenia regnelliana;;;;;1,3;1,3;;1,5;68;0,2
1;13;7E;D44;Myrceugenia regnelliana;;;;;2;2,3;;2,3;66,8;8
1;13;7E;D2575;Myrceugenia regnelliana;;;;;1,7;M;;M;66;8
1;13;7E;D2132;Solanum paranense;;;;;1,6;M;;M;63,8;8,5
1;13;7E;D2635;Solanum paranense;;;;;3;3,5;;M;66,8;8,7
1;13;7E;D2231;Solanum paranense;;;;;2,6;M;;M;67,8;8,5
1;13;7E;D2152;Myrceugenia glaucescens;;;;;1,75;1,8;;2;66;8,9
1;13;7E;D2163;Solanum paranense;;;;;1,3;M;;M;65,3;7,5
1;13;7E;D2414;Ocotea pulchella;;;;;2,2;1,6;;3;64;6,77
1;13;7E;D2799;Myrceugenia glaucescens;;;;;1,6;M;;M;63,7;6,77
1;13;7E;D46;Myrceugenia glaucescens;;;;;1,7;1,5;;2;63,4;7,9
1;13;7E;M400;Grazielia intermedia;;;;;;1,3;;2;69;2
1;13;7E;M401;Baccharis uncinella;;;;;;1,2;;1,3;62;2
1;13;7E;M402;Baccharis uncinella;;;;;;1,3;;2;63;2
1;13;7E;M403;Baccharis uncinella;;;;;;1,1;;2;63;1,5
1;13;7E;M408;Baccharis uncinella;;;;;;1,1;;2;64;2
1;13;7E;M409;Baccharis uncinella;;;;;;1,1;;2;62,7;2
1;13;7E;M415;Solanum paranense;;;;;;1,3;;2,4;67,8;8,1
1;13;7E;M416;Solanum paranense;;;;;;2;;2;67,8;8
1;13;7E;M412;Drimys angustifolia;;;;;;1,1;;2;68;7,9
1;13;7E;M406;Myrsine coriacea;;;;;;1,38;;M;;
1;13;7E;M418;Vernonanthura montevidensis;;;;;;1,5;;M;;
1;13;7E;M417;Myrsine coriacea;;;;;;1,4;;1,6;60;4
1;13;7E;M410;Symphyopappus itatiayensis;;;;;;1,3;;1,5;60,5;4,5
1;13;7E;M405;Solanum paranense;;;;;;1,3;;2;61;4,5
1;13;7E;M407;Solanum paranense;;;;;;1,3;;M;;
1;13;7E;M319;Symphyopappus itatiayensis;;;;;;1,9;;3;71;7,5
1;13;7E;H379;Berberis laurina;;;;;;;;1,1;69,5;1,5
1;13;7E;H333;Berberis laurina;;;;;;;;1,5;69,5;1,7
1;13;7E;H3234;Schinus spp.;;;;;;;;1,5;67;0,5
1;13;7E;H495;Baccharis uncinella;;;;;;;;1,4;66;0
1;13;7E;H490;Baccharis uncinella;;;;;;;;1;63;2
1;13;7E;H491;Solanum paranense;;;;;;;;1,3;61;3,5
1;13;7E;H497;Solanum paranense;;;;;;;;1,3;61;3,7
1;13;7E;H496;Solanum paranense;;;;;;;;1,5;61;4
1;13;7E;H481;Solanum paranense;;;;;;;;3;62,2;8,65
1;13;7E;H480;Symphyopappus itatiayensis;;;;;;;;2,3;62,5;10
1;13;7E;H433;Solanum paranense;;;;;;;;3;63;8,2
1;13;7E;H488;Solanum paranense;;;;;;;;2,5;64,5;7
1;13;7E;H423;Solanum paranense;;;;;;;;2,5;63;8,55
1;13;7E;H486;Symphyopappus itatiayensis;;;;;;;;1,4;64;7,5
1;13;7E;H494;Symphyopappus itatiayensis;;;;;;;;2;67,5;7
1;13;7E;H492;Drimys angustifolia;;;;;;;;1,5;60,5;4
1;13;7E;H542;Solanum cassioides;;;;;;;;1,5;;
1;14;7D;394;Baccharis uncinella;;1;1,38;;M;M;;M;61,9;-0,07
1;14;7D;M432;Myrceugenia oxysepala;;;1,02;;1,2;1,4;;M;61,8;-1,97
1;14;7D;398;Baccharis uncinella;;;1,3;;M;M;;M;60,58;-1,63
1;14;7D;M437;Baccharis uncinella;;;1,15;;1,8;2,2;;M;66,17;-3,24
1;14;7D;j198;Solanum cassioides;;;1,02;;M;M;;M;65,7;-2,17
1;14;7D;M423;Baccharis uncinella;2;2,2;2;;3;2,5;;AD;67,2;-0,91
1;14;7D;406;Baccharis uncinella;1,9;2,4;3;;3,1;M;;M;68,6;-2,19
1;14;7D;409;Baccharis uncinella;1,43;1,83;2,1;;M;M;;M;69,02;-5,32
1;14;7D;411;Solanum paranense;1,14;1,15;0,62;;M;M;;M;67,8;-6,1
1;14;7D;412;Solanum cassioides;;;1,2;;M;M;;M;67,4;-6,51
1;14;7D;419;Baccharis uncinella;1,86;2,04;2,2;;M;M;;M;67,86;-8,33
1;14;7D;e97;Solanum paranense;1,24;1,25;1,1;;1,1;M;;M;61,4;­1,5
1;14;7D;M427;Solanum cassioides;;;1,2;;1,05;1,2;;M;66,5;­6,56
1;14;7D;D426;Solanum cassioides;;;1,07;;1,2;1,5;;M;67,2;-2,82
1;14;7D;D434;Solanum cassioides;;;;;1;M;;M;67,6;-0,2
1;14;7D;D429;Solanum cassioides;;;;;1;M;;M;67,2;-1,66
1;14;7D;D430;Solanum cassioides;;;;;1,05;M;;M;67,6;-1,42
1;14;7D;M438;Ilex microdonta;;;;;1,3;1,75;;2,1;68,9;-3,71
1;14;7D;M423;Baccharis uncinella;;;;;1,6;1,85;;2,3;64,9;-3,42
1;14;7D;D2740;Baccharis uncinella;;;;;1,4;2,5;;M;61,7;-3,4
1;14;7D;D48;Baccharis uncinella;;;;;1,5;1,75;;2,1;61,4;-3,2
1;14;7D;D1903;Baccharis uncinella;;;;;1,15;1,3;;M;60,9;-1,4
1;14;7D;M420;Baccharis uncinella;;;;;;1,05;;M;;
1;14;7D;M421;Solanum paranense;;;;;;1,4;;1,6;;
1;14;7D;M422;Baccharis uncinella;;;;;;1,6;;M;;
1;14;7D;H213;Myrceugenia regnelliana;;;;;;1,1;;1,65;;
1;14;7D;M425;Baccharis uncinella;;;;;;1,85;;2;64;-4
1;14;7D;M426;Campovassouria cruciata;;;;;;1,95;;2;;
1;14;7D;M428;Solanum cassioides;;;;;;1,2;;M;;
1;14;7D;M429;Solanum paranense;;;;;;1,4;;1,6;;
1;14;7D;M430;Baccharis uncinella;;;;;;1,3;;2;62;-5,5
1;14;7D;M431;Baccharis uncinella;;;;;;1,3;;2,6;;
1;14;7D;M433;Baccharis uncinella;;;;;;1,85;;2;;
1;14;7D;M434;Baccharis uncinella;;;;;;1,5;;2;;
1;14;7D;M435;Baccharis uncinella;;;;;;1,65;;2,6;62;-4,5
1;14;7D;M435;Baccharis uncinella;;;;;;1,65;;M;;
1;14;7D;M436;Solanum paranense ;;;;;;1,1;;1,5;;
1;14;7D;M437;Baccharis uncinella;;;;;;2,2;;2,5;63;-3,5
1;14;7D;M210;Solanum paranense ;;;;;;1,5;;M;;
1;14;7D;M209;Solanum paranense ;;;;;;1,3;;1,2;;
1;14;7D;M208;Baccharis uncinella;;;;;;1,4;;1,9;67;-2
1;14;7D;M432;Myrceugenia oxysepala;;;;;;1,3;;1,7;61;-2
1;14;7D;H229;Myrceugenia regnelliana;;;;;;;;1,4;68;-0,1
1;14;7D;H221;Baccharis uncinella;;;;;;;;1,7;68,5;-0,1
1;14;7D;H267;Baccharis uncinella;;;;;;;;1,65;68,4;-0,1
1;14;7D;H222;Baccharis uncinella;;;;;;;;1,55;67,8;-0,1
1;14;7D;H239;Baccharis uncinella;;;;;;;;1,75;67,8;-0,1
1;14;7D;H214;Baccharis uncinella;;;;;;;;1,75;67;-0,5
1;14;7D;H241;Baccharis uncinella;;;;;;;;1,7;66,8;-0,7
1;14;7D;H266;Grazielia intermedia;;;;;;;;1,4;68,8;-1
1;14;7D;H240;Baccharis uncinella;;;;;;;;1,8;68,8;-2
1;14;7D;H220;Baccharis uncinella;;;;;;;;1,85;67;-2
1;14;7D;H451;Myrceugenia oxysepala;;;;;;;;1,3;;
1;14;7D;H281;Solanum sanctaecatharinae;;;;;;;;1,9;61,5;-2
1;15;8E;H215;Berberis laurina;;;1,5;;1,5;1,3;;1,5;70,7;2
1;15;8E;474;Berberis laurina;1,2;1,23;1,55;;1,8;1,8;;1,8;71,47;2,2
1;15;8E;D43;Berberis laurina;;;1,1;;1,3;1,3;;1,5;71,4;2,14
1;15;8E;476;Berberis laurina;;1,1;1,75;;1,5;1,5;;1,8;71,25;2,67
1;15;8E;477;Berberis laurina;;1,35;1,8;;2;2;;2,1;70,9;2,94
1;15;8E;478;Berberis laurina;;1;1,45;;1,45;1,45;;1,5;71,1;3,42
1;15;8E;482;Baccharis uncinella;1,95;2,25;2,4;;M;M;;M;73,49;2,75
1;15;8E;483;Myrceugenia glaucescens;;;1,1;;1,3;1,4;;1,7;73,18;3,92
1;15;8E;484;Solanum paranense;1,4;1,4;M;;M;M;;M;72,35;9,5
1;15;8E;485;Solanum cassioides;1,2;1,4;M;;M;M;;M;72,21;9,51
1;15;8E;486;Baccharis microdonta;1,2;1,3;M;;M;M;;M;73,45;9,74
1;15;8E;M351(487);Myrceugenia euosma;1,2;1,17;1,6;;2,5;2,2;;2,4;76;8
1;15;8E;D1901;Baccharis uncinella;1,25;1,45;1,8;;2,1;2,3;;M;76,15;8,05
1;15;8E;489;Berberis laurina;1,16;0,96;1,2;;1,2;1,2;;M;78,1;7,75
1;15;8E;490;Berberis laurina;1,21;1;1,1;;1,1;1,1;;M;78,46;7,81
1;15;8E;492;Baccharis uncinella;2,3;2,5;3,4;;3,7;AD;;AD;77,4;6,13
1;15;8E;493;Baccharis uncinella;2,5;2,6;3;;M;M;;M;79,7;7,73
1;15;8E;496;Symphyopappus itatiayensis;1,15;0,92;M;;M;M;;M;78,4;8,64
1;15;8E;497;Baccharis uncinella;1,85;2,6;2,1;;M;M;;M;78,73;6,91
1;15;8E;499;Symphyopappus itatiayensis;1,45;M;M;;M;M;;M;78,26;5,61
1;15;8E;D1292;Baccharis uncinella;1,9;2,3;2,5;;3;M;;M;79,2;3,23
1;15;8E;503;Solanum paranense;1,55;1,8;2;;2,1;M;;M;79,7;3,2
1;15;8E;504;Maytenus boaria;;1,18;1,2;;1,6;1,5;;2;78,76;3,32
1;15;8E;505;Solanum paranense;;1,01;0,6;;1;M;;M;78,54;3,88
1;15;8E;D92;Myrceugenia myrcioides;1,3;1,32;1,3;;1,15;M;;M;78,26;3,3
1;15;8E;508;Vernonanthura montevidensis;2,3;2,35;2,6;;M;M;;M;78,15;3,86
1;15;8E;509;Campovassouria cruciata;1,95;2,21;2,3;;M;M;;M;75,36;4,92
1;15;8E;512;Baccharis uncinella;2,1;3,01;3,5;;M;M;;M;76,12;1,97
1;15;8E;514;Myrceugenia glaucescens;;;1,05;;1,3;1,3;;1,7;78,8;1,61
1;15;8E;516;Baccharis uncinella;;1,05;1,45;;M;M;;M;79,32;0,94
1;15;8E;518;Baccharis uncinella;;1,16;1,65;;2,4;M;;M;78,76;0,32
1;15;8E;520;Baccharis uncinella;;1,33;1,9;;2,5;3,4;;M;78,39;0,48
1;15;8E;e99;Solanum paranense;1,3;1,34;M;;M;M;;M;72;8,49
1;15;8E;e100;Solanum cassioides;;;1;;1,2;M;;M;78,4;4,17
1;15;8E;H242;Solanum paranense;1,05;1,15;1,07;;1,4;1,5;;1,9;78;2,28
1;15;8E;j219;Berberis laurina;;1,02;1,6;;1,75;1,75;;1,8;71,8;2,33
1;15;8E;j214;Myrceugenia glaucescens;;;1;;M;M;;M;72,53;2,13
1;15;8E;j213;Myrceugenia glaucescens;;;1;;1,1;1,3;;1,7;73,4;2,42
1;15;8E;J217;Berberis laurina;;;;;1,25;1,25;;1,5;71,6;1,71
1;15;8E;D454;Berberis laurina;;;;;1;1;;1;70;3,89
1;15;8E;D1920;Myrceugenia euosma;;;;;1,1;1,3;;1,5;72,4;4,36
1;15;8E;D41;Vernonanthura montevidensis;;;;;2,1;2,5;;M;73,2;3,8
1;15;8E;D253;Baccharis uncinella;;;;;1,05;2,3;;3;72,6;0,16
1;15;8E;D1914;Solanum paranense;;;;;1,5;1,5;;1,9;74,2;1,59
1;15;8E;D1686;Solanum paranense;;;;;1;M;;M;77,8;4,83
1;15;8E;D2446;Myrceugenia regnelliana;;;;;1,7;1,7;;M;76,2;9,65
1;15;8E;D2153;Berberis laurina;;;;;1,1;M;;M;77,5;8,05
1;15;8E;D1625;Berberis laurina;;;;;1,3;1,3;;M;78,1;7
1;15;8E;M166;Myrceugenia euosma;;;;;;1,3;;1,5;;
1;15;8E;501;Myrceugenia regnelliana;;;;;;1,2;;1,5;;
1;15;8E;M165;Baccharis lymanii;;;;;;1,3;;M;;
1;15;8E;H204(M153);Solanum paranense;;;;;;1;;1,3;72,6;4,5
1;15;8E;M156;Myrceugenia euosma;;;;;;1;;1,3;72,6;4
1;15;8E;M150;Solanum paranense;;;;;;1,4;;1,8;67;4
1;15;8E;M151;Myrceugenia regnelliana;;;;;;1,4;;1,5;74;1,5
1;15;8E;H234;Vernonanthura montevidensis;;;;;;1,5;;2;76;0,6
1;15;8E;H300;Vernonanthura montevidensis;;;;;;2,1;;2,5;67;4
1;15;8E;M355;Baccharis uncinella;;;;;;1,5;;2,3;73;8
1;15;8E;M163;Baccharis lymanii;;;;;;1,3;;M;;
1;15;8E;H344;Vernonanthura montevidensis;;;;;;1,7;;2;75,5;0,8
1;15;8E;M352;Vernonanthura montevidensis;;;;;;1,9;;2,3;68;3
1;15;8E;M154;Solanum paranense;;;;;;1,25;;1,3;74,3;6,8
1;15;8E;H257;Solanum paranense;;;;;;;;1;79,5;6,8
1;15;8E;H270;Myrceugenia regnelliana;;;;;;;;1,3;79;3,5
1;15;8E;H225;Myrsine coriacea;;;;;;;;1,2;68;3,5
1;15;8E;H262;Myrceugenia regnelliana;;;;;;;;1,1;68;3
1;15;8E;H275;Vernonanthura montevidensis;;;;;;;;1,05;68,5;3,3
1;15;8E;H254;Solanum paranense;;;;;;;;1,3;78,6;8
1;15;8E;H273;Vernonanthura montevidensis;;;;;;;;2;78;9
1;15;8E;H235;Solanum paranense;;;;;;;;1,3;79;9
1;15;8E;H276;Solanum paranense;;;;;;;;1,2;72,6;1,5
1;15;8E;H204;Solanum paranense;;;;;;;;1,2;71;2,5
1;15;8E;H330;Grazielia intermedia;;;;;;;;1,75;72,6;4,5
1;15;8E;H375;Symphyopappus itatiayensis;;;;;;;;1,75;72;6,5
1;15;8E;H313;Solanum paranense;;;;;;;;1,3;72,3;6,5
1;15;8E;H377;Vernonanthura montevidensis;;;;;;;;2,1;74,3;6,5
1;15;8E;H302;Campovassouria cruciata;;;;;;;;2;76,5;0,5
1;15;8E;H402;Symphyopappus itatiayensis;;;;;;;;1,8;76;1
1;15;8E;H364;Vernonanthura montevidensis;;;;;;;;1,5;76;2
1;15;8E;H306;Vernonanthura montevidensis;;;;;;;;2,5;73,5;2,5
1;16;8D;M241;Myrceugenia regnelliana;;;1,27;;1;1,1;;M;72,2;-2,93
1;16;8D;D1633;Baccharis uncinella;1,7;2,1;2,4;;2,6;M;;M;73,53;-3,06
1;16;8D;426;Berberis laurina;;;1,1;;M;M;;M;71,17;-2,73
1;16;8D;M242;Myrsine coriacea;;1,06;1,3;;1,8;2,3;;2,9;73,33;-2,53
1;16;8D;436;Baccharis uncinella;1,85;2,1;3,5;;4;M;;M;76,46;-0,69
1;16;8D;440;Myrceugenia glaucescens;;1,05;1,1;;1,7;M;;M;78,02;-0,45
1;16;8D;447;Baccharis uncinella;1,6;1,75;2,3;;2,8;M;;M;79,48;-4,37
1;16;8D;448;Baccharis microdonta;1,79;2,1;2,3;;M;M;;M;79,3;-6,3
1;16;8D;450;Baccharis uncinella;1,8;2,3;2,2;;M;M;;M;79,25;-9,99
1;16;8D;D1631;Baccharis uncinella;1,8;2,34;2,3;;2;M;;M;78;-10
1;16;8D;454;Berberis laurina;;;1,1;;M;M;;M;77,8;-6,3
1;16;8D;D1620;Baccharis uncinella;1,65;1,9;2,1;;1,9;M;;M;78,02;-6,28
1;16;8D;456;Solanum cassioides;;;1,1;;M;M;;M;77,7;-7,48
1;16;8D;462;Solanum cassioides;;;1;;M;M;;M;74,18;-8,21
1;16;8D;467;Solanum cassioides;;;1,12;;M;M;;M;72,91;-8,43
1;16;8D;470;Baccharis uncinella;2,3;2,6;2,52;;M;M;;M;70,6;-8,25
1;16;8D;471;Baccharis uncinella;1,95;2;2,2;;M;M;;M;70,6;-4,83
1;16;8D;e104;Solanum cassioides;;;1,15;;M;M;;M;74;­5,33
1;16;8D;472;Baccharis uncinella;2,1;2,2;2,45;;M;M;;M;70,3;­0,05
1;16;8D;j202;Baccharis uncinella;;;1;;1,4;M;;M;79;­0,64
1;16;8D;D468;Baccharis uncinella;;;;;1,85;3;;M;73,2;-1,54
1;16;8D;D1635;Baccharis uncinella;;;;;1,25;2,7;;AD;73,3;-2,13
1;16;8D;D1630;Solanum cassioides;;;;;1,25;1,1;;M;72,3;-4,05
1;16;8D;M356;Baccharis uncinella;;;;;1,47;2,2;;M;73,9;-9,22
1;16;8D;D1634;Myrceugenia regnelliana;;;;;1;M;;M;73,5;-9,03
1;16;8D;M464;Berberis laurina;;;;;1,4;1,6;;M;78,6;-5,26
1;16;8D;D1621;Myrceugenia oxysepala;;;;;1,05;M;;M;74,8;-4,46
1;16;8D;D1622;Solanum cassioides;;;;;1,3;M;;M;70;-5,4
1;16;8D;D1624;Solanum cassioides;;;;;1;M;;M;71,6;-7,37
1;16;8D;D1632;Solanum cassioides;;;;;1,15;M;;M;75,9;-3,22
1;16;8D;M464;Berberis laurina;;;;;;1,6;;M;;
1;16;8D;M245;Myrceugenia regnelliana;;;;;;1,1;;M;;
1;16;8D;M244;Baccharis uncinella;;;;;;1;;2,1;;
1;16;8D;M243;Baccharis uncinella;;;;;;1,05;;2,3;;
1;16;8D;M359;Baccharis uncinella;;;;;;3,2;;M;;
1;16;8D;M358;Baccharis uncinella;;;;;;2,2;;M;;
1;16;8D;M357;Baccharis uncinella;;;;;;2,1;;2,5;;
1;16;8D;H246;Myrceugenia oxysepala;;;;;;;;1,45;79;-1,8
1;16;8D;H123;Myrceugenia regnelliana;;;;;;;;1,9;88,5;-3
1;16;8D;H211;Solanum cassioides;;;;;;;;1,1;86;-1
1;16;8D;H462;Solanum cassioides;;;;;;;;1;73,33;-2
1;16;8D;M240;Baccharis uncinella;;;;;;;;2,6;88;-1,5
1;16;8D;H463;Baccharis uncinella;;;;;;;;1;70;-1,5
1;16;8D;H467;Campovassouria cruciata;;;;;;;;1,5;88;-3,2
1;16;8D;H167;Myrceugenia oxysepala;;;;;;;;1,15;79;-1,2
1;16;8D;H469;Berberis laurina;;;;;;;;1,25;72;-2,5
1;16;8D;H465;Solanum paranense;;;;;;;;1,45;72,5;-2,5
1;16;8D;H484;Cestrum corymbosum ;;;;;;;;1,05;73;-3,1
1;16;8D;H460;Myrceugenia oxysepala;;;;;;;;1,45;74;-5
1;16;8D;H186;Berberis laurina;;;;;;;;1,15;79;-7,5
1;16;8D;H160;Berberis laurina;;;;;;;;1,4;79;-7,5
1;16;8D;H174;Berberis laurina;;;;;;;;1,65;79;-7,5
1;17;9E;522;Baccharis uncinella;2,3;2,3;2,6;;2,8;M;;M;81,6;1,13
1;17;9E;523;Baccharis uncinella;2,3;2,6;2,55;;3,5;2;;1,3;80,83;2,28
1;17;9E;524;Baccharis uncinella;2,1;2,4;2,6;;M;M;;M;82,3;0,55
1;17;9E;H370;Baccharis uncinella;2,05;2,1;2,2;;3;2;;2;85,4;1,9
1;17;9E;D1616;Baccharis uncinella;2,07;2,4;2,7;;3,2;M;;M;83,69;3,36
1;17;9E;528;Myrceugenia oxysepala;;1,23;1,4;;1,55;1,56;;1,8;80,91;4,37
1;17;9E;D1615;Baccharis uncinella;1,85;2,21;2,4;;3,2;1,5;;M;81,49;5,54
1;17;9E;530;Myrceugenia glaucescens;;;1;;1,15;1,4;;1,4;82,4;8,3
1;17;9E;531;Myrceugenia glaucescens;;;1,1;;1,3;1,4;;1,4;81,62;8,71
1;17;9E;532;Baccharis uncinella;1,85;2,15;2,6;;M;M;;M;83,74;7,45
1;17;9E;D1619;Baccharis uncinella;2,2;2,32;2,6;;3;M;;M;83,12;7,45
1;17;9E;H226;Myrceugenia glaucescens;;1,01;1,2;;1,44;1,5;;1,5;83,07;8,08
1;17;9E;536;Baccharis uncinella;2,1;2,22;2,65;;M;M;;M;86,02;9,03
1;17;9E;M97;Myrceugenia glaucescens;;1,05;1,08;;1,2;1,3;;1,7;87,59;8,92
1;17;9E;M157;Baccharis uncinella;1,9;1,6;1,6;;2,5;2,5;;M;88,56;5,11
1;17;9E;M102;Baccharis uncinella;2,4;2,1;2,55;;1;1,4;;M;87,8;2,91
1;17;9E;H368;Schinus spp.;1,3;1,85;1,58;;1,85;2;;2,1;88,68;2,89
1;17;9E;541;Baccharis uncinella;2;2,2;2,5;;M;M;;M;89,34;1,44
1;17;9E;M90;Myrceugenia euosma;1;1,41;1,33;;1,8;2;;2,3;87,98;1,63
1;17;9E;D1617;Maytenus boaria;;;;;1,05;M;;M;81,2;5,54
1;17;9E;D1626;Myrceugenia glaucescens;;;;;1,5;1,5;;1,6;82;9,5
1;17;9E;D1627;Myrceugenia glaucescens;;;;;1,45;1,7;;1,7;81,8;9,4
1;17;9E;D1628;Myrceugenia glaucescens;;;;;1,25;1,25;;1,4;81,8;9,3
1;17;9E;D448;Schinus spp.;;;;;1,4;1,4;;1,4;89,9;3,22
1;17;9E;M91;Myrceugenia glaucescens;;;;;;1,2;;1,5;87,98;1,73
1;17;9E;M100;Campovassouria cruciata;;;;;;1,6;;3;85;4
1;17;9E;H393;Baccharis uncinella;;;;;;1,9;;2;90;4,22
1;17;9E;537;Myrceugenia regnelliana;;;;;;1,4;;1,5;89;7
1;17;9E;H358;Baccharis uncinella;;;;;;1,3;;1,8;90;3,22
1;17;9E;M167;Baccharis uncinella;;;;;;1,3;;2;87;
1;17;9E;M158;Baccharis uncinella;;;;;;1,4;;2,3;87,65;4
1;17;9E;H363;Baccharis uncinella;;;;;;1,5;;2,3;90;0,5
1;17;9E;M164;Myrsine coriacea;;;;;;1;;M;;
1;17;9E;H201;Myrceugenia miersiana;;;;;;1,2;;1,6;88;9,5
1;17;9E;H360;Baccharis uncinella;;;;;;;;2,2;90;8,8
1;17;9E;M111;Solanum cassioides;;;;;;;;1,3;87;1,73
1;17;9E;H397;Azara uruguayensis;;;;;;;;1,3;81;2,28
1;17;9E;H396;Solanum cassioides;;;;;;;;1,3;80,5;1,8
1;17;9E;H399;Myrsine coriacea;;;;;;;;1,2;8;3
1;17;9E;H395;Solanum cassioides;;;;;;;;1,1;81,5;4
1;17;9E;H230;Myrsine coriacea;;;;;;;;1,3;80;3,27
1;18;9D;545;Baccharis uncinella;2;2,2;2,65;;M;M;;M;89,17;-1,37
1;18;9D;D1639;Baccharis uncinella;1,9;2,31;2,45;;2,5;M;;M;88,7;-3,54
1;18;9D;M258;Myrceugenia euosma;1,05;1,45;1,55;;1,9;2,6;;2,6;89,6;-0,22
1;18;9D;547;Baccharis uncinella;1,85;2,24;2,2;;3;M;;M;89,02;-3,77
1;18;9D;548;Baccharis uncinella;1,9;2,31;2,8;;3;3;;M;89,1;-5,57
1;18;9D;549;Myrceugenia euosma;1,75;1,86;2;;2,3;3;;3;88,93;-7,28
1;18;9D;550;Berberis laurina;;;1,95;;0,7;M;;M;89,5;-7,6
1;18;9D;553;Baccharis uncinella;2,05;2,1;2,9;;M;M;;M;89,9;-8,08
