area;parc;parc;ni;especies;h2014;h2015;h2016;h2017;h2018;h2022;h2023;h2025;x;y
2;35;8E;H926;Solanum paranense;;;;;;;;2,1;79;6,4
2;35;8E;H766;Solanum pseudocapsicum;;;;;;;;1;78;6,5
2;36;8D;1257;Croton sp.1;1,21;M;M;;M;M;;M;71,4;-2,05
2;36;8D;1261;Croton sp.1;;;2,2;;M;M;;M;73,2;-2,7
2;36;8D;1264;Croton sp.1;1,18;0,97;M;;M;M;;M;73,24;-2,61
2;36;8D;1265;Baccharis uncinella;1,13;1,68;2,2;;M;M;;M;73,7;-3,52
2;36;8D;1266;Croton sp.1;1;M;M;;M;M;;M;73,6;-3,2
2;36;8D;1267;Senecio brasiliensis;;1,78;1,7;;M;M;;M;73;-4,47
2;36;8D;M144;Campovassouria cruciata;;1,65;1,85;;3,1;3,5;;3,5;71,7;-3,93
2;36;8D;1269;Campovassouria cruciata;1,25;2,13;2,6;;M;M;;M;71;-4,12
2;36;8D;1272;Campovassouria cruciata;;;1,8;;M;M;;M;71,9;-5,4
2;36;8D;1273;Campovassouria cruciata;1,3;2,08;2,4;;2,9;3,6;;M;71,03;-5,23
2;36;8D;1275;Campovassouria cruciata;1,8;2,2;2,8;;M;M;;M;72,8;-5,9
2;36;8D;1278;Baccharis uncinella;2,05;2,3;3,1;;3;AD;;AD;74,1;-7,33
2;36;8D;1280;Croton sp.1;;;2,2;;M;M;;M;73,71;-6,18
2;36;8D;D1446;Baccharis uncinella;3,9;2,63;3;;3,4;AD;;AD;75,08;-5,68
2;36;8D;1287;Campovassouria cruciata;;1,22;2;;M;M;;M;70,2;-9,34
2;36;8D;1288;Croton sp.1;1,7;1,78;1,4;;M;M;;M;70,9;-9,64
2;36;8D;1290;Baccharis uncinella;1,92;1,93;2,4;;2,6;AD;;AD;74,7;-9,85
2;36;8D;1291;Croton sp.1;;2,15;1,8;;M;M;;M;74,6;-9,8
2;36;8D;1295;Campovassouria cruciata;3,92;3,5;4,2;;3,6;AD;;AD;74,84;-9,42
2;36;8D;1300;Baccharis uncinella;1,84;2,3;2,7;;2,74;M;;M;76,45;-7,99
2;36;8D;1301;Baccharis uncinella;2,65;2,2;2,6;;3,1;AD;;AD;77,51;-8,53
2;36;8D;1302;Senecio brasiliensis;;1,3;M;;M;M;;M;77,12;-0,68
2;36;8D;1304;Baccharis uncinella;1,93;1,95;2;;3;AD;;AD;74,67;-6,67
2;36;8D;1305;Baccharis uncinella;1,85;1,9;2,4;;M;M;;M;78,66;-9,48
2;36;8D;1306;Mimosa scabrella;4,05;4,1;AD;;AD;AD;;AD;78,68;-9,5
2;36;8D;1307;Mimosa scabrella;;1,85;2,8;;3,7;AD;;AD;79,15;-9,15
2;36;8D;1308;Croton sp.1;1,2;M;M;;M;M;;M;78,4;-8,88
2;36;8D;D1443;Mimosa scabrella;;;1,6;;2,6;AD;;AD;79,2;-9,66
2;36;8D;1311;Mimosa scabrella;;1,75;2,5;;M;M;;M;78,7;-7,51
2;36;8D;1312;Croton sp.1;1;M;M;;M;M;;M;79,02;-7,55
2;36;8D;1313;Baccharis uncinella;1,87;1,9;2,6;;3,15;AD;;AD;79,5;-6,24
2;36;8D;D1444;Baccharis uncinella;2;2,05;2,7;;3;AD;;AD;78,72;-6,57
2;36;8D;D1445;Baccharis uncinella;1,89;1,91;2,05;;2,9;3,4;;M;78,93;-6,09
2;36;8D;1317;Berberis laurina;1,11;1,3;1,5;;1,6;M;;M;79,7;-4,69
2;36;8D;1319;Baccharis uncinella;2,32;2,4;2,45;;3,5;AD;;AD;78,95;-3,3
2;36;8D;1321;Baccharis uncinella;3,62;2,8;3,2;;M;M;;M;77,12;-4,84
2;36;8D;D1447;Baccharis uncinella;3,7;2,87;3;;3,5;AD;;AD;77,14;-3,08
2;36;8D;1328;Baccharis uncinella;3,6;3,3;3,35;;3,4;AD;;AD;74,7;-0,91
2;36;8D;1329;Baccharis uncinella;1,65;1,72;1,9;;M;M;;M;77,46;-1,52
2;36;8D;1330;Baccharis uncinella;4;2,44;3,3;;3,7;AD;;AD;77,22;-2,52
2;36;8D;1331;Croton sp.1;1,12;1,3;M;;M;M;;M;78,32;-1,41
2;36;8D;1333;Campovassouria cruciata;1,24;1,94;2,5;;3,6;M;;M;79,6;-0,3
2;36;8D;1335;Baccharis uncinella;2,05;2,85;3,6;;3,6;AD;;AD;79,4;-2,46
2;36;8D;D553;Campovassouria cruciata;;;3,4;;3,5;3,6;;M;79,6;-8
2;36;8D;D548;Baccharis uncinella;;;;;3,7;AD;;AD;78,8;-8,08
2;36;8D;D550;Campovassouria cruciata;;;;;3,4;2,5;;3;70,5;-3,66
2;36;8D;M289;Campovassouria cruciata;;;;;3,4;3;;3,5;70,4;-2,67
2;36;8D;M442;Myrsine coriacea;;;;;;1,4;;1,7;;
2;36;8D;M521;Myrsine coriacea;;;;;;2;;2,3;;
2;36;8D;M149;Solanum paranense;;;;;;1,4;;M;;
2;36;8D;M343;Myrsine coriacea;;;;;;1,1;;M;;
2;36;8D;M294;Solanum paranense;;;;;;1,6;;M;;
2;36;8D;H1516;Myrsine coriacea;;;;;;;;1,8;78;-5
2;36;8D;H1519;Myrsine coriacea;;;;;;;;1,95;77;-5,5
2;36;8D;H1529;Myrsine coriacea;;;;;;;;1,2;76,5;-5
2;36;8D;H1521;Myrsine coriacea;;;;;;;;1,3;76;-4,5
2;36;8D;H1515;Myrceugenia euosma;;;;;;;;1,15;76;-4,7
2;36;8D;H1517;Myrsine coriacea;;;;;;;;1,4;75,8;-4,7
2;36;8D;H1525;Myrsine coriacea;;;;;;;;2;75;-5
2;36;8D;H1523;Myrsine coriacea;;;;;;;;1,1;75,5;5,4
2;36;8D;H1526;Araucaria angustifolia;;;;;;;;1,1;76;-5
2;36;8D;H15002;Myrsine coriacea;;;;;;;;1,5;76;-5,1
2;36;8D;H1500;Myrsine coriacea;;;;;;;;2,1;76;-6,1
2;36;8D;H1528;Myrsine coriacea;;;;;;;;1,2;75;-6
2;36;8D;H1505;Myrsine coriacea;;;;;;;;1,3;74,9;-6
2;36;8D;H1521;Myrsine coriacea;;;;;;;;1,9;74,5;-5
2;36;8D;H1513;Myrsine coriacea;;;;;;;;1,5;76;-4
2;36;8D;H1508;Myrsine coriacea;;;;;;;;1,8;76;-3,5
2;36;8D;H1518;Myrsine coriacea;;;;;;;;1,7;76;-3
2;36;8D;H1509;Drimys angustifolia;;;;;;;;1,2;75,8;-1
2;36;8D;H1527;Myrsine coriacea;;;;;;;;1,4;75;-0,5
2;36;8D;H1504;Myrsine coriacea;;;;;;;;1,1;75;-1
2;36;8D;H1512;Myrceugenia euosma;;;;;;;;1,1;75,5;-1,5
2;36;8D;H1503;Campovassouria cruciata;;;;;;;;1,1;76;-1,5
2;36;8D;H1510;Myrsine coriacea;;;;;;;;1,3;74,5;-0,5
2;36;8D;H1507;Myrsine coriacea;;;;;;;;1,4;74;0
2;36;8D;H1514;Myrsine coriacea;;;;;;;;1,3;71,5;-1,5
2;36;8D;H1511;Solanum paranense;;;;;;;;1,5;71;-3,5
2;37;9E;1373;Campovassouria cruciata;1,8;2,2;4;;4,5;AD;;AD;81,12;0,65
2;37;9E;D2133;Campovassouria cruciata;2,05;2,41;4,1;;4,6;M;;M;80,8;1,36
2;37;9E;1376;Campovassouria cruciata;2,1;2,1;4,05;;M;M;;M;81,91;1,2
2;37;9E;M445;Myrceugenia oxysepala;1,04;1,12;1,4;;1,6;2,2;;2,6;81,61;3,63
2;37;9E;D1284;Campovassouria cruciata;2,74;2,75;3,7;;4,5;M;;M;80,84;6,24
2;37;9E;1381;Campovassouria cruciata;2,67;2,76;3,8;;4,5;AD;;AD;80,4;7,09
2;37;9E;1385;Campovassouria cruciata;;2,13;2,6;;3;AD;;AD;86,8;8,38
2;37;9E;j442;Campovassouria cruciata;;1,94;3;;M;M;;M;87,6;8,6
2;37;9E;1387;Campovassouria cruciata;1,36;2,31;3,2;;3,8;AD;;AD;86,4;9,39
2;37;9E;M456;Baccharis uncinella;1,48;1,7;2;;2;2,2;;AD;88,4;7
2;37;9E;M193;Myrceugenia regnelliana;1,05;1,64;1,65;;1,74;1,9;;M;86,79;6,11
2;37;9E;1393;Campovassouria cruciata;1,4;2,32;3,3;;4;AD;;AD;87,39;6,52
2;37;9E;1395;Campovassouria cruciata;1,21;2,04;2,5;;2,8;3,3;;4;89,4;3,89
2;37;9E;1396;Campovassouria cruciata;3,2;3,2;4,5;;4,8;AD;;AD;89,6;0,99
2;37;9E;1401;Campovassouria cruciata;1,12;1,14;M;;M;M;;M;83,8;2,61
2;37;9E;1402;Campovassouria cruciata;1,97;2,4;M;;M;M;;M;82,47;2,77
2;37;9E;1404;Campovassouria cruciata;1,78;2,24;3;;3;AD;;AD;84,5;3,86
2;37;9E;j427;Solanum paranense;;1,1;1,25;;M;M;;M;85,5;3,86
2;37;9E;j441;Solanum paranense;;1,25;1,2;;M;M;;M;85,4;2,72
2;37;9E;j428;Solanum paranense;;1,03;1,1;;M;M;;M;86,7;3,85
2;37;9E;j404;Campovassouria cruciata;;1,35;1,7;;2,8;M;;M;89,6;3,5
2;37;9E;j409;Baccharis uncinella;;;1,05;;M;M;;M;89,6;3,59
2;37;9E;j408;Campovassouria cruciata;;4;2;;M;M;;M;89,6;3,68
2;37;9E;D599;Campovassouria cruciata;;;1,5;;1,3;M;;M;84,44;1,94
2;37;9E;D604;Campovassouria cruciata;;;1,9;;3;M;;M;80,2;7,9
2;37;9E;D605;Campovassouria cruciata;;;1,78;;3,2;AD;;AD;80,5;7,1
2;37;9E;D606;Campovassouria cruciata;;;1,75;;2,1;M;;M;80,7;7,37
2;37;9E;M182;Campovassouria cruciata;;;2,1;;3;4;;5;82;7,76
2;37;9E;D546;Solanum paranense;;;1,5;;2,04;2,1;;M;80;4,93
2;37;9E;M589;Solanum paranense;;;;;1;2,3;;2,3;80,5;1
2;37;9E;M454;Solanum paranense;;;;;2,1;3,5;;M;86,78;6
2;37;9E;M505;Solanum paranense;;;;;1,68;1,2;;M;82,5;9,11
2;37;9E;1395;Campovassouria cruciata;;;;;2,8;AD;;AD;89,6;9,9
2;37;9E;M191;Solanum paranense;;;;;1,05;2,2;;3,5;89,5;3,9
2;37;9E;D209;Solanum ramulosum;;;;;1,1;1,3;;M;87,2;3,62
2;37;9E;D2643;Campovassouria cruciata;;;;;4;AD;;AD;88,9;4,79
2;37;9E;D2227;Campovassouria cruciata;;;;;2,04;3;;4;87,9;6,57
2;37;9E;M501;Campovassouria cruciata;;;;;2,13;3,15;;4,8;88,1;7,15
2;37;9E;D2155;Campovassouria cruciata;;;;;3;AD;;AD;82,2;8,77
2;37;9E;M188;Solanum ramulosum;;;;;1,1;1,4;;M;85,6;4,59
2;37;9E;H945;Solanum paranense;;;;;1,8;3;;1,7;84,9;4,91
2;37;9E;D2640;Campovassouria cruciata;;;;;3,7;AD;;AD;84,4;4,5
2;37;9E;M187;Myrsine coriacea;;;;;;1,7;;1,9;;
2;37;9E;M512;Myrsine coriacea;;;;;;1,1;;1,6;;
2;37;9E;M134;Baccharis microdonta;;;;;;1,7;;M;;
2;37;9E;M500;Solanum ramulosum;;;;;;1,3;;M;;
2;37;9E;M184;Baccharis microdonta;;;;;;1,3;;M;;
2;37;9E;M529;Baccharis microdonta;;;;;;1,8;;M;;
2;37;9E;M192;Solanum paranense;;;;;;1,7;;1,85;;
2;37;9E;M196;Baccharis microdonta;;;;;;3,1;;M;;
2;37;9E;M195;Solanum paranense;;;;;;1,1;;1,5;;
2;37;9E;M139;Myrsine coriacea;;;;;;1,1;;2,1;;
2;37;9E;M132;Solanum ramulosum;;;;;;1,55;;M;;
2;37;9E;M452;Baccharis microdonta;;;;;;2,6;;3,5;;
2;37;9E;M142;Rubus sp.;;;;;;1,6;;M;;
2;37;9E;M186;Solanum pseudocapsicum;;;;;;1,2;;M;;
2;37;9E;M196;Chromolaena laevigata;;;;;;1,1;;M;;
2;37;9E;H457;Baccharis microdonta;;;;;;;;3,2;;
2;37;9E;M139;Myrsine coriacea;;;;;;;;2,1;80;1
2;37;9E;H948;Solanum paranense;;;;;;;;1,6;82,5;1,5
2;37;9E;H923;Myrsine coriacea;;;;;;;;1,6;82,5;0,5
2;37;9E;H774;Myrsine coriacea;;;;;;;;1,65;82,8;1,5
2;37;9E;H964;Solanum paranense;;;;;;;;1,2;81;2,5
2;37;9E;H967;Solanum paranense;;;;;;;;1,9;85;0,5
2;37;9E;H927;Solanum paranense;;;;;;;;1,05;85,5;5
2;37;9E;H776;Myrsine coriacea;;;;;;;;1,1;85,5;6
2;37;9E;H753;Solanum paranense;;;;;;;;1,05;85,4;6,2
2;37;9E;H762;Solanum paranense;;;;;;;;1,2;85,4;6,2
2;37;9E;H767;Solanum paranense;;;;;;;;1;85,2;6,3
2;37;9E;H928;Solanum paranense;;;;;;;;1,55;85;6,4
2;37;9E;H949;Solanum paranense;;;;;;;;1,2;85,2;6,3
2;37;9E;H941;Solanum paranense;;;;;;;;1,65;85,4;7
2;37;9E;H677;Myrsine coriacea;;;;;;;;3,6;89,5;3,5
2;37;9E;H839;Solanum paranense;;;;;;;;1,3;88,8;3
2;37;9E;H761;Solanum paranense;;;;;;;;1,4;88;3
2;37;9E;H760;Solanum paranense;;;;;;;;1,4;88,1;2,9
2;37;9E;H813;Solanum paranense;;;;;;;;1,65;89;3
2;37;9E;H812;Solanum paranense;;;;;;;;1,8;88,1;2,5
2;37;9E;H692;Solanum pseudocapsicum;;;;;;;;1,15;89;2,5
2;37;9E;H741;Solanum paranense;;;;;;;;1,3;89,5;1,5
2;37;9E;H672;Solanum paranense;;;;;;;;1,8;87,5;1,5
2;37;9E;H758;Solanum paranense;;;;;;;;2;87,5;1,6
2;37;9E;H756;Solanum paranense;;;;;;;;1,1;87;2,5
2;37;9E;H763;Solanum paranense;;;;;;;;2,1;86,9;2,5
2;37;9E;H751;Solanum paranense;;;;;;;;2;86,5;2,5
2;37;9E;H149;Solanum paranense;;;;;;;;1,05;86,4;2,5
2;37;9E;H771;Solanum paranense;;;;;;;;1,65;86,4;3
2;37;9E;H759;Myrsine coriacea;;;;;;;;1,9;89,5;4,5
2;37;9E;H828;Myrceugenia regnelliana;;;;;;;;1,6;87;2
2;37;9E;H684;Solanum paranense;;;;;;;;1,8;87;2
2;37;9E;H757;Myrceugenia regnelliana;;;;;;;;1,55;86;5
2;37;9E;H706;Solanum paranense;;;;;;;;3;86,5;4
2;37;9E;H699;Myrsine coriacea;;;;;;;;1,85;86;9
2;38;9D;1409;Baccharis uncinella;3,7;2,4;3,3;;M;M;;M;83,2;-0,76
2;38;9D;1410;Baccharis uncinella;3,8;2,5;3,6;;3,5;AD;;AD;83,54;-1,77
2;38;9D;1418;Mimosa scabrella;2,04;2,7;4,7;;M;M;;M;80,62;-3,87
2;38;9D;j418;Berberis laurina;1,02;1,3;1,3;;1,1;1,3;;2;81,45;-3,61
2;38;9D;1420;Berberis laurina;1,02;1,03;1,05;;M;M;;M;81,22;-3,63
2;38;9D;1424;Berberis laurina;1,2;1,22;1,62;;1,83;2,3;;2,5;80,52;-4,75
2;38;9D;1426;Berberis laurina;1,13;1,15;1,2;;0,85;M;;M;81,49;-4,12
2;38;9D;1428;Baccharis uncinella;1,9;2,05;2,6;;3,3;3;;M;81,8;-5,04
2;38;9D;1431;Mimosa scabrella;2,05;3,1;AD;;AD;AD;;AD;83,8;-7,49
2;38;9D;1432;Mimosa scabrella;2,5;3,24;AD;;AD;AD;;AD;83,8;-7,39
2;38;9D;1433;Baccharis uncinella;2,63;3,45;4;;M;M;;M;84,68;-8,96
2;38;9D;1435;Baccharis uncinella;2,64;3,2;3,5;;M;M;;M;84,53;-8,37
2;38;9D;1441;Vernonanthura montevidensis;2,52;2,53;2,8;;3,1;3,5;;3,5;86,04;-3,96
2;38;9D;1444;Vernonanthura montevidensis;1,8;2,1;2,4;;M;M;;M;87,02;-3,62
2;38;9D;1448;Croton sp.1;1;0,86;0,9;;M;M;;M;87,41;-7,19
2;38;9D;1449;Vernonanthura montevidensis;1,78;1,8;1,6;;M;M;;M;86,31;-6,9
2;38;9D;1450;Vernonanthura montevidensis;;1,24;1,3;;M;M;;M;87,01;-7,29
2;38;9D;1452;Baccharis uncinella;1,9;2,28;3;;4;AD;;AD;85,98;-8,17
2;38;9D;1453;Baccharis uncinella;2,45;2,64;2,3;;3;AD;;AD;87,3;-8,02
2;38;9D;1455;Vernonanthura montevidensis;1,64;M;M;;M;M;;M;87,05;-6,68
2;38;9D;1456;Baccharis uncinella;1,52;2,12;3,46;;2,2;AD;;AD;88,02;-6,72
2;38;9D;M455;Baccharis uncinella;1,78;1,7;2,5;;2,05;3,5;;3;88,43;-5,45
2;38;9D;M581;Baccharis uncinella;1,52;1,75;1,8;;2,4;4;;4;88,72;-6
2;38;9D;1460;Myrceugenia euosma;1,84;2,09;2,2;;2,55;2,8;;2,8;88,67;-2,84
2;38;9D;H1501;Solanum paranense;1,94;1,98;2,05;;2,44;2,5;;2,5;88,39;-3,07
2;38;9D;1462;Berberis laurina;2;2,1;2,3;;2,4;2,4;;3;89;-1,53
2;38;9D;1463;Berberis laurina;1,88;1,92;2,1;;1,8;1,9;;2,5;89,85;-1,61
2;38;9D;1464;Myrceugenia oxysepala;;1,1;1,2;;1,33;1,5;;2;89,6;-1,89
2;38;9D;1465;Myrceugenia oxysepala;1,82;1,88;2,2;;2,3;2,4;;AD;88,61;-0,37
2;38;9D;1466;Solanum paranense;1,84;1,75;2;;2,4;2,6;;M;88,63;-0,35
2;38;9D;1468;Croton sp.1;1;M;M;;M;M;;M;85,94;-0,11
2;38;9D;1470;Croton sp.1;1,17;M;M;;M;M;;M;85,11;-0,5
2;38;9D;1471;Croton sp.1;1,22;1,12;M;;M;M;;M;87,03;-1,34
2;38;9D;1472;Baccharis uncinella;2,52;2,55;3,3;;3,4;M;;M;87,21;-1,69
2;38;9D;1473;Baccharis uncinella;2,62;2,3;4,35;;M;M;;M;84,4;-1,22
2;38;9D;1474;Baccharis uncinella;2,48;2,5;4,5;;M;M;;M;83,9;-0,49
2;38;9D;1475;Croton sp.1;;1,02;1,45;;M;M;;M;87,94;-4,3
2;38;9D;1476;Baccharis uncinella;1,6;1,38;1,8;;2,1;M;;M;87,95;-4,32
2;38;9D;1477;Escallonia bifida;3,9;3,12;4,1;;4,2;AD;;AD;89,6;-9,04
2;38;9D;H765;Vernonanthura montevidensis;;;1,95;;2,43;2,5;;3,2;87,6;­4,47
2;38;9D;j439;Baccharis microdonta;;1,77;2;;M;M;;M;85,5;­2,52
2;38;9D;D573;Campovassouria cruciata;;;1;;M;M;;M;87,6;-1,14
2;38;9D;D574;Senecio brasiliensis;;;1,32;;M;M;;M;87,1;-1,05
2;38;9D;D2162;Solanum paranense;;;;;1;M;;M;89,2;-2,44
2;38;9D;D1298;Solanum paranense;;;;;1,18;3;;M;89,9;-0,55
2;38;9D;D1567;Baccharis uncinella;;;;;1,05;M;;M;85,9;-5,26
2;38;9D;D1302;Baccharis microdonta ;;;;;1,74;3,5;;3,5;89,7;-0,7
2;38;9D;D2464;Buddleia reitzii;;;;;1,95;1,5;;M;89;-10
2;38;9D;D2142;Baccharis microdonta;;;;;1,83;M;;M;85,5;-4,4
2;38;9D;H1538;Vernonanthura montevidensis;;;;;2;2,7;;3;87;-9
2;38;9D;D1684;Escallonia bifida;;;;;1,35;2;;2;85,5;-9,7
2;38;9D;H1520;Solanum paranense;;;;;2,5;2,5;;3;88,5;-2,2
2;38;9D;M285;Solanum paranense;;;;;;1,7;;M;80;
2;38;9D;M296;Myrsine coriacea;;;;;;1,1;;M;80;-3
2;38;9D;M284;Baccharis microdonta;;;;;;1,6;;M;;
2;38;9D;M519;Myrsine coriacea;;;;;;1,5;;M;;
2;38;9D;M514;Myrsine coriacea;;;;;;1,7;;M;;
2;38;9D;M146;Araucaria angustifolia;;;;;;2,2;;3,2;;
2;38;9D;M286;Baccharis microdonta;;;;;;1,1;;M;;
2;38;9D;M346;Baccharis microdonta;;;;;;1,6;;M;;
2;38;9D;M583;Baccharis microdonta;;;;;;1,5;;M;;
2;38;9D;M148;Myrsine coriacea;;;;;;2;;4;;
2;38;9D;M347;Myrsine coriacea;;;;;;1,8;;3,5;;
2;38;9D;M377;Myrsine coriacea;;;;;;1,5;;M;;
2;38;9D;M376;Baccharis microdonta;;;;;;1,2;;M;;
2;38;9D;M508;Baccharis microdonta;;;;;;1,2;;M;;
2;38;9D;M385;Baccharis microdonta;;;;;;1,05;;M;;
2;38;9D;M373;Drimys angustifolia;;;;;;1,3;;2,2;;
2;38;9D;M372;Baccharis microdonta;;;;;;1,4;;M;;
2;38;9D;M394;Myrsine coriacea;;;;;;1,5;;3,2;;
2;38;9D;M395;Baccharis microdonta;;;;;;1,3;;M;;
2;38;9D;M371;Baccharis microdonta;;;;;;1,6;;M;;
2;38;9D;M396;Vernonanthura montevidensis;;;;;;2,2;;M;;
2;38;9D;M370;Escallonia bifida;;;;;;1;;M;;
2;38;9D;M374;Vernonanthura montevidensis;;;;;;1,4;;M;;
2;38;9D;M397;Baccharis microdonta;;;;;;1,05;;M;;
2;38;9D;M398;Myrsine coriacea;;;;;;1,4;;2,5;;
2;38;9D;M291;Myrsine coriacea;;;;;;1,8;;2,9;;
2;38;9D;M591;Berberis laurina;;;;;;1,3;;2,5;;
2;38;9D;M586;Vernonanthura montevidensis;;;;;;1,2;;M;;
2;38;9D;M183;Myrsine coriacea;;;;;;1,5;;M;;
2;38;9D;M452;Solanum paranense;;;;;;1,5;;1,5;;
2;38;9D;H772;Myrsine coriacea;;;;;;;;1,9;85;-8
2;38;9D;H1541;Myrsine coriacea;;;;;;;;1,8;87;-7
2;38;9D;H836;Myrsine coriacea;;;;;;;;1,1;82;-9,2
2;38;9D;H781;Vernonanthura montevidensis;;;;;;;;1,8;86;-8,5
2;38;9D;H666;Myrsine coriacea;;;;;;;;1,2;82;-9
2;38;9D;H711;Vernonanthura montevidensis;;;;;;;;1,5;85;-8,5
2;38;9D;H715;Vernonanthura montevidensis;;;;;;;;1,8;81;-6,5
2;38;9D;H710;Vernonanthura montevidensis;;;;;;;;1,7;81;-6,7
2;38;9D;H705;Vernonanthura montevidensis;;;;;;;;1,8;81,5;-5,5
2;38;9D;H685;Vernonanthura montevidensis;;;;;;;;1,7;82;-8
2;38;9D;H642;Vernonanthura montevidensis;;;;;;;;1,75;80;-9
2;38;9D;H1540;Solanum paranense;;;;;;;;1,7;87;-3,96
2;38;9D;H422;Vernonanthura montevidensis;;;;;;;;2,2;85;-6
2;38;9D;H478;Vernonanthura montevidensis;;;;;;;;1,5;87;-7
2;38;9D;H1485;Mimosa scabrella;;;;;;;;2,1;87;-6
2;38;9D;H830;Vernonanthura montevidensis;;;;;;;;3;85;-3,5
2;38;9D;H690;Vernonanthura montevidensis;;;;;;;;2,5;85;-3,6
2;38;9D;H1506;Vernonanthura montevidensis;;;;;;;;2,5;86,04;-3
2;38;9D;H831;Solanum paranense;;;;;;;;1,3;86;-3
2;38;9D;H838;Vernonanthura montevidensis;;;;;;;;2;85,5;-3
2;38;9D;H837;Vernonanthura montevidensis;;;;;;;;3;86;-2,2
2;38;9D;H784;Solanum paranense;;;;;;;;1,2;86;-1,5
2;38;9D;H827;Myrsine coriacea;;;;;;;;1,5;85,5;1,5
2;38;9D;H815;Myrsine coriacea;;;;;;;;1,9;86;-0,5
2;38;9D;H829;Solanum paranense;;;;;;;;1,5;86;-0,4
2;38;9D;H768;Vernonanthura montevidensis;;;;;;;;2,5;85;-0,5
2;38;9D;H713;Myrsine coriacea;;;;;;;;1,9;83;-1
2;38;9D;H714;Myrceugenia euosma;;;;;;;;1,4;80;-3
2;38;9D;H701;Solanum paranense;;;;;;;;1,7;80;-3
2;38;9D;H819;Myrsine coriacea;;;;;;;;1,4;80;-4
2;38;9D;H800;Myrsine coriacea;;;;;;;;1,3;81;-4
2;38;9D;H671;Solanum paranense;;;;;;;;1,8;81;-5
2;38;9D;H810;Vernonanthura montevidensis;;;;;;;;2,1;82;-3,5
2;38;9D;H818;Vernonanthura montevidensis;;;;;;;;2;82;-6
2;38;9D;H852;Solanum paranense;;;;;;;;1,3;81;-6
2;38;9D;H700;Myrsine coriacea;;;;;;;;2;81;-6,2
2;39;10E;1528;Baccharis uncinella;1,7;2,12;2,36;;3;M;;M;91,7;2,98
2;39;10E;1529;Campovassouria cruciata;;1,24;1,4;;M;M;;M;90,6;2,9
2;39;10E;1530;Croton sp.1;1,22;1,34;M;;M;M;;M;90,9;3,39
2;39;10E;1532;Baccharis uncinella;2,36;2,45;3;;2,9;AD;;AD;90,44;5,68
2;39;10E;1533;Campovassouria cruciata;;1,2;1,4;;2,48;AD;;AD;91,7;5,85
2;39;10E;1537;Baccharis uncinella;1,87;2,24;2,36;;3;M;;M;94;4,25
2;39;10E;1538;Baccharis microdonta;1,87;1,55;M;;M;M;;M;94,03;4,25
2;39;10E;1539;Baccharis uncinella;2,44;2,2;2,7;;4;AD;;AD;94,34;5,53
2;39;10E;1540;Baccharis uncinella;1,8;1,81;1,9;;M;M;;M;95,37;8,87
2;39;10E;1541;Baccharis uncinella;1,15;1,75;2,4;;2,1;M;;M;94,82;8,02
2;39;10E;1542;Baccharis uncinella;1,33;1,76;1,8;;2,3;AD;;AD;95,05;7,51
2;39;10E;1543;Baccharis uncinella;2;1,85;2,4;;M;M;;M;95,62;5,97
2;39;10E;1544;Baccharis uncinella;2,12;2,5;3;;3,8;M;;M;96,1;5,84
2;39;10E;1545;Campovassouria cruciata;;;1,5;;2,2;4,5;;AD;96,71;8,1
2;39;10E;M146;Clethra cf. uleana;;;1,16;;1,35;2,2;;M;97,7;6,89
2;39;10E;1547;Croton sp.1;;;1,1;;M;M;;M;97,73;6,9
2;39;10E;1548;Baccharis uncinella;1;1,52;1,65;;2;3,4;;M;97,75;6,92
2;39;10E;1550;Myrceugenia euosma;;1,2;1,2;;1,5;2;;2,5;99,4;6,61
2;39;10E;1551;Baccharis uncinella;1,75;2,24;1,9;;2,56;2,8;;M;98,3;4,02
2;39;10E;1552;Baccharis uncinella;1,68;1,89;1,8;;M;M;;M;95,94;2,65
2;39;10E;1553;Baccharis uncinella;2,04;2,29;2,9;;3;AD;;AD;95,38;1,76
2;39;10E;1554;Baccharis uncinella;1,77;1,8;1,9;;2;M;;M;94,7;0,67
2;39;10E;1560;Mimosa pilulifera;4;3,2;3,5;;4,6;AD;;AD;98,6;0,6
2;39;10E;j426;Senecio brasiliensis;;1,55;1,65;;M;M;;M;92,2;1,12
2;39;10E;j443;Senecio brasiliensis;;1,14;0,65;;1,9;M;;M;90,5;1,5
2;39;10E;j448;Campovassouria cruciata;;;1,6;;1,96;M;;M;92,6;3,54
2;39;10E;1536;Campovassouria cruciata;;;2,1;;M;M;;M;93;4,5
2;39;10E;D99;Campovassouria cruciata;;;;;2,5;2,2;;4,6;90;3,2
2;39;10E;D1289;Campovassouria cruciata;;;;;2,1;M;;M;90,7;1,65
2;39;10E;D1288;Campovassouria cruciata;;;;;1,4;1,8;;4,8;92;2
2;39;10E;M517;Campovassouria cruciata;;;;;2,4;4;;5;91,7;3,38
2;39;10E;D2763;Campovassouria cruciata;;;;;1,2;AD;;AD;92;4,65
2;39;10E;D580;Baccharis uncinella;;;;;3,6;5;;5;96,1;6,04
2;39;10E;D593;Myrsine coriacea;;;;;1;2,2;;M;98,2;4,5
2;39;10E;D2469;Myrceugenia euosma;;;;;1,3;2;;2,6;99,6;5,99
2;39;10E;D2655;Myrceugenia euosma;;;;;1,3;2;;2,8;99,6;5,99
2;39;10E;M161;Myrceugenia euosma;;;;;1,61;2,5;;M;97;9,22
